"view_history","rt","trial_type_label","trial_type","trial_index","time_elapsed","internal_node_id","participant_id","stimulus","response","no","exp_id","condition","item_type","item_id","is_practice","word","word_index","word_count","too_fast","correct_answer","response_label","correct"
"","527","spr_word","html-keyboard-response","770","373689","0.0-770.0","4qcemy4k","<div class=""spr-display"">The assistant mentioned how the lovely bride that the skilled tailor intimidated purposefully and obviously sold the dress -- - ----------</div>"," ","138","1b_2a","b","11","1b_2a-11","0","dress","17","21","false","","",""
"","383","spr_word","html-keyboard-response","771","374073","0.0-771.0","4qcemy4k","<div class=""spr-display"">The assistant mentioned how the lovely bride that the skilled tailor intimidated purposefully and obviously sold the dress to - ----------</div>"," ","138","1b_2a","b","11","1b_2a-11","0","to","18","21","false","","",""
"","315","spr_word","html-keyboard-response","772","374390","0.0-772.0","4qcemy4k","<div class=""spr-display"">The assistant mentioned how the lovely bride that the skilled tailor intimidated purposefully and obviously sold the dress to a ----------</div>"," ","138","1b_2a","b","11","1b_2a-11","0","a","19","21","false","","",""
"","1052","spr_word","html-keyboard-response","773","375443","0.0-773.0","4qcemy4k","<div class=""spr-display"">The assistant mentioned how the lovely bride that the skilled tailor intimidated purposefully and obviously sold the dress to a celebrity.</div>"," ","138","1b_2a","b","11","1b_2a-11","0","celebrity.","20","21","false","","",""
"","1114","comprehension","html-keyboard-response","774","376558","0.0-774.0","4qcemy4k","<div class=""comprehension-box"">
                    <p>Did the bride sell the dress to a celebrity?</p>
                    <p>Press <span class=""key-label"">F</span> for <strong>Yes</strong> &nbsp;|&nbsp;
                    Press <span class=""key-label"">J</span> for <strong>No</strong></p>
                </div>","f","138","1b_2a","b","11","1b_2a-11","0","","","","","f","Yes","true"
"","384","feedback","html-keyboard-response","775","376944","0.0-775.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-correct"">Correct!</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","138","1b_2a","b","11","1b_2a-11","0","","","","","","",""
"","null","fixation","html-keyboard-response","776","377445","0.0-776.0","4qcemy4k","<span class=""fixation"">+</span>","null","107","1b_2a","c","3","1b_2a-3","0","","","","","","",""
"","133","prompt","html-keyboard-response","777","377579","0.0-777.0","4qcemy4k","<div class=""spr-display"">--- ----- ------- ---- --- ------ --------- ---- --- ------ ------- ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","107","1b_2a","c","3","1b_2a-3","0","","","","","","",""
"","239","spr_word","html-keyboard-response","778","377819","0.0-778.0","4qcemy4k","<div class=""spr-display"">The ----- ------- ---- --- ------ --------- ---- --- ------ ------- ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","The","0","21","false","","",""
"","195","spr_word","html-keyboard-response","779","378015","0.0-779.0","4qcemy4k","<div class=""spr-display"">The pilot ------- ---- --- ------ --------- ---- --- ------ ------- ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","pilot","1","21","false","","",""
"","195","spr_word","html-keyboard-response","780","378211","0.0-780.0","4qcemy4k","<div class=""spr-display"">The pilot noticed ---- --- ------ --------- ---- --- ------ ------- ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","noticed","2","21","false","","",""
"","213","spr_word","html-keyboard-response","781","378426","0.0-781.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that --- ------ --------- ---- --- ------ ------- ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","that","3","21","false","","",""
"","200","spr_word","html-keyboard-response","782","378627","0.0-782.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the ------ --------- ---- --- ------ ------- ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","the","4","21","false","","",""
"","211","spr_word","html-keyboard-response","783","378839","0.0-783.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty --------- ---- --- ------ ------- ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","pretty","5","21","false","","",""
"","204","spr_word","html-keyboard-response","784","379044","0.0-784.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant ---- --- ------ ------- ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","attendant","6","21","false","","",""
"","198","spr_word","html-keyboard-response","785","379243","0.0-785.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that --- ------ ------- ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","that","7","21","false","","",""
"","209","spr_word","html-keyboard-response","786","379452","0.0-786.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the ------ ------- ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","the","8","21","false","","",""
"","183","spr_word","html-keyboard-response","787","379637","0.0-787.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous ------- ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","famous","9","21","false","","",""
"","189","spr_word","html-keyboard-response","788","379826","0.0-788.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous airline ----- ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","airline","10","21","false","","",""
"","233","spr_word","html-keyboard-response","789","380060","0.0-789.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous airline hired ------ --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","hired","11","21","false","","",""
"","234","spr_word","html-keyboard-response","790","380295","0.0-790.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous airline hired kindly --- ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","kindly","12","21","false","","",""
"","241","spr_word","html-keyboard-response","791","380537","0.0-791.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous airline hired kindly and ------------ ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","and","13","21","false","","",""
"","267","spr_word","html-keyboard-response","792","380805","0.0-792.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous airline hired kindly and thoughtfully ---- ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","thoughtfully","14","21","false","","",""
"","224","spr_word","html-keyboard-response","793","381030","0.0-793.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous airline hired kindly and thoughtfully gave ----- --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","gave","15","21","false","","",""
"","224","spr_word","html-keyboard-response","794","381256","0.0-794.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous airline hired kindly and thoughtfully gave extra --------- -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","extra","16","21","false","","",""
"","226","spr_word","html-keyboard-response","795","381483","0.0-795.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous airline hired kindly and thoughtfully gave extra attention -- --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","attention","17","21","false","","",""
"","408","spr_word","html-keyboard-response","796","381892","0.0-796.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous airline hired kindly and thoughtfully gave extra attention to --- ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","to","18","21","false","","",""
"","360","spr_word","html-keyboard-response","797","382253","0.0-797.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous airline hired kindly and thoughtfully gave extra attention to her ---------</div>"," ","107","1b_2a","c","3","1b_2a-3","0","her","19","21","false","","",""
"","824","spr_word","html-keyboard-response","798","383079","0.0-798.0","4qcemy4k","<div class=""spr-display"">The pilot noticed that the pretty attendant that the famous airline hired kindly and thoughtfully gave extra attention to her daughter.</div>"," ","107","1b_2a","c","3","1b_2a-3","0","daughter.","20","21","false","","",""
"","1299","comprehension","html-keyboard-response","799","384379","0.0-799.0","4qcemy4k","<div class=""comprehension-box"">
                    <p>Did the attendant give attention to a child?</p>
                    <p>Press <span class=""key-label"">F</span> for <strong>Yes</strong> &nbsp;|&nbsp;
                    Press <span class=""key-label"">J</span> for <strong>No</strong></p>
                </div>","j","107","1b_2a","c","3","1b_2a-3","0","","","","","f","No","false"
"","986","feedback","html-keyboard-response","800","385366","0.0-800.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-incorrect"">Incorrect</p>
                    <p style=""font-size:18px;"">The correct answer was <strong>Yes</strong>.</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","107","1b_2a","c","3","1b_2a-3","0","","","","","","",""
"","null","fixation","html-keyboard-response","801","385868","0.0-801.0","4qcemy4k","<span class=""fixation"">+</span>","null","F49","filler","filler","filler","filler-49","0","","","","","","",""
"","466","prompt","html-keyboard-response","802","386336","0.0-802.0","4qcemy4k","<div class=""spr-display"">--- ---------- --- --------- -- --- -------- ---- ---- --- -------</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","F49","filler","filler","filler","filler-49","0","","","","","","",""
"","203","spr_word","html-keyboard-response","803","386540","0.0-803.0","4qcemy4k","<div class=""spr-display"">The ---------- --- --------- -- --- -------- ---- ---- --- -------</div>"," ","F49","filler","filler","filler","filler-49","0","The","0","11","false","","",""
"","213","spr_word","html-keyboard-response","804","386754","0.0-804.0","4qcemy4k","<div class=""spr-display"">The experiment --- --------- -- --- -------- ---- ---- --- -------</div>"," ","F49","filler","filler","filler","filler-49","0","experiment","1","11","false","","",""
"","214","spr_word","html-keyboard-response","805","386969","0.0-805.0","4qcemy4k","<div class=""spr-display"">The experiment was --------- -- --- -------- ---- ---- --- -------</div>"," ","F49","filler","filler","filler","filler-49","0","was","2","11","false","","",""
"","237","spr_word","html-keyboard-response","806","387208","0.0-806.0","4qcemy4k","<div class=""spr-display"">The experiment was conducted -- --- -------- ---- ---- --- -------</div>"," ","F49","filler","filler","filler","filler-49","0","conducted","3","11","false","","",""
"","235","spr_word","html-keyboard-response","807","387444","0.0-807.0","4qcemy4k","<div class=""spr-display"">The experiment was conducted by --- -------- ---- ---- --- -------</div>"," ","F49","filler","filler","filler","filler-49","0","by","4","11","false","","",""
"","244","spr_word","html-keyboard-response","808","387689","0.0-808.0","4qcemy4k","<div class=""spr-display"">The experiment was conducted by the -------- ---- ---- --- -------</div>"," ","F49","filler","filler","filler","filler-49","0","the","5","11","false","","",""
"","590","spr_word","html-keyboard-response","809","388280","0.0-809.0","4qcemy4k","<div class=""spr-display"">The experiment was conducted by the research ---- ---- --- -------</div>"," ","F49","filler","filler","filler","filler-49","0","research","6","11","false","","",""
"","348","spr_word","html-keyboard-response","810","388629","0.0-810.0","4qcemy4k","<div class=""spr-display"">The experiment was conducted by the research team ---- --- -------</div>"," ","F49","filler","filler","filler","filler-49","0","team","7","11","false","","",""
"","303","spr_word","html-keyboard-response","811","388933","0.0-811.0","4qcemy4k","<div class=""spr-display"">The experiment was conducted by the research team over --- -------</div>"," ","F49","filler","filler","filler","filler-49","0","over","8","11","false","","",""
"","278","spr_word","html-keyboard-response","812","389213","0.0-812.0","4qcemy4k","<div class=""spr-display"">The experiment was conducted by the research team over six -------</div>"," ","F49","filler","filler","filler","filler-49","0","six","9","11","false","","",""
"","323","spr_word","html-keyboard-response","813","389538","0.0-813.0","4qcemy4k","<div class=""spr-display"">The experiment was conducted by the research team over six months.</div>"," ","F49","filler","filler","filler","filler-49","0","months.","10","11","false","","",""
"","987","comprehension","html-keyboard-response","814","390526","0.0-814.0","4qcemy4k","<div class=""comprehension-box"">
                    <p>Did researchers run the experiment?</p>
                    <p>Press <span class=""key-label"">F</span> for <strong>Yes</strong> &nbsp;|&nbsp;
                    Press <span class=""key-label"">J</span> for <strong>No</strong></p>
                </div>","f","F49","filler","filler","filler","filler-49","0","","","","","f","Yes","true"
"","327","feedback","html-keyboard-response","815","390854","0.0-815.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-correct"">Correct!</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","F49","filler","filler","filler","filler-49","0","","","","","","",""
"","null","fixation","html-keyboard-response","816","391356","0.0-816.0","4qcemy4k","<span class=""fixation"">+</span>","null","167","1b_2a","c","18","1b_2a-18","0","","","","","","",""
"","111","prompt","html-keyboard-response","817","391469","0.0-817.0","4qcemy4k","<div class=""spr-display"">--- ------ ---------- ---- --- --------- ------ ---- --- -------- ---- ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","167","1b_2a","c","18","1b_2a-18","0","","","","","","",""
"","234","spr_word","html-keyboard-response","818","391704","0.0-818.0","4qcemy4k","<div class=""spr-display"">The ------ ---------- ---- --- --------- ------ ---- --- -------- ---- ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","The","0","21","false","","",""
"","201","spr_word","html-keyboard-response","819","391906","0.0-819.0","4qcemy4k","<div class=""spr-display"">The lawyer ---------- ---- --- --------- ------ ---- --- -------- ---- ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","lawyer","1","21","false","","",""
"","199","spr_word","html-keyboard-response","820","392106","0.0-820.0","4qcemy4k","<div class=""spr-display"">The lawyer considered ---- --- --------- ------ ---- --- -------- ---- ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","considered","2","21","false","","",""
"","209","spr_word","html-keyboard-response","821","392316","0.0-821.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that --- --------- ------ ---- --- -------- ---- ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","that","3","21","false","","",""
"","204","spr_word","html-keyboard-response","822","392521","0.0-822.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the --------- ------ ---- --- -------- ---- ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","the","4","21","false","","",""
"","197","spr_word","html-keyboard-response","823","392719","0.0-823.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important ------ ---- --- -------- ---- ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","important","5","21","false","","",""
"","206","spr_word","html-keyboard-response","824","392926","0.0-824.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client ---- --- -------- ---- ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","client","6","21","false","","",""
"","208","spr_word","html-keyboard-response","825","393136","0.0-825.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that --- -------- ---- ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","that","7","21","false","","",""
"","212","spr_word","html-keyboard-response","826","393349","0.0-826.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the -------- ---- ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","the","8","21","false","","",""
"","254","spr_word","html-keyboard-response","827","393604","0.0-827.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent ---- ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","affluent","9","21","false","","",""
"","243","spr_word","html-keyboard-response","828","393848","0.0-828.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent firm ------ --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","firm","10","21","false","","",""
"","229","spr_word","html-keyboard-response","829","394078","0.0-829.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent firm valued --------- --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","valued","11","21","false","","",""
"","251","spr_word","html-keyboard-response","830","394330","0.0-830.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent firm valued immorally --- ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","immorally","12","21","false","","",""
"","212","spr_word","html-keyboard-response","831","394543","0.0-831.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent firm valued immorally and ------- ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","and","13","21","false","","",""
"","221","spr_word","html-keyboard-response","832","394765","0.0-832.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent firm valued immorally and heavily ---------- --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","heavily","14","21","false","","",""
"","252","spr_word","html-keyboard-response","833","395018","0.0-833.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent firm valued immorally and heavily influenced --- ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","influenced","15","21","false","","",""
"","265","spr_word","html-keyboard-response","834","395283","0.0-834.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent firm valued immorally and heavily influenced the ---- --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","the","16","21","false","","",""
"","272","spr_word","html-keyboard-response","835","395557","0.0-835.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent firm valued immorally and heavily influenced the case --- --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","case","17","21","false","","",""
"","273","spr_word","html-keyboard-response","836","395832","0.0-836.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent firm valued immorally and heavily influenced the case for --- -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","for","18","21","false","","",""
"","272","spr_word","html-keyboard-response","837","396105","0.0-837.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent firm valued immorally and heavily influenced the case for the -----------</div>"," ","167","1b_2a","c","18","1b_2a-18","0","the","19","21","false","","",""
"","1497","spr_word","html-keyboard-response","838","397602","0.0-838.0","4qcemy4k","<div class=""spr-display"">The lawyer considered that the important client that the affluent firm valued immorally and heavily influenced the case for the opposition.</div>"," ","167","1b_2a","c","18","1b_2a-18","0","opposition.","20","21","false","","",""
"","1071","comprehension","html-keyboard-response","839","398675","0.0-839.0","4qcemy4k","<div class=""comprehension-box"">
                    <p>Did the client influence the case for the opposition?</p>
                    <p>Press <span class=""key-label"">F</span> for <strong>Yes</strong> &nbsp;|&nbsp;
                    Press <span class=""key-label"">J</span> for <strong>No</strong></p>
                </div>","f","167","1b_2a","c","18","1b_2a-18","0","","","","","f","Yes","true"
"","365","feedback","html-keyboard-response","840","399042","0.0-840.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-correct"">Correct!</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","167","1b_2a","c","18","1b_2a-18","0","","","","","","",""
"","null","fixation","html-keyboard-response","841","399543","0.0-841.0","4qcemy4k","<span class=""fixation"">+</span>","null","120","1b_2a","d","6","1b_2a-6","0","","","","","","",""
"","210","prompt","html-keyboard-response","842","399754","0.0-842.0","4qcemy4k","<div class=""spr-display"">--- ----- ---------- --- --- ---- ------ ---- --- --- ------- ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","120","1b_2a","d","6","1b_2a-6","0","","","","","","",""
"","219","spr_word","html-keyboard-response","843","399974","0.0-843.0","4qcemy4k","<div class=""spr-display"">The ----- ---------- --- --- ---- ------ ---- --- --- ------- ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","The","0","21","false","","",""
"","205","spr_word","html-keyboard-response","844","400180","0.0-844.0","4qcemy4k","<div class=""spr-display"">The clerk ---------- --- --- ---- ------ ---- --- --- ------- ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","clerk","1","21","false","","",""
"","196","spr_word","html-keyboard-response","845","400377","0.0-845.0","4qcemy4k","<div class=""spr-display"">The clerk remembered --- --- ---- ------ ---- --- --- ------- ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","remembered","2","21","false","","",""
"","200","spr_word","html-keyboard-response","846","400578","0.0-846.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why --- ---- ------ ---- --- --- ------- ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","why","3","21","false","","",""
"","204","spr_word","html-keyboard-response","847","400783","0.0-847.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the ---- ------ ---- --- --- ------- ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","the","4","21","false","","",""
"","212","spr_word","html-keyboard-response","848","400996","0.0-848.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich ------ ---- --- --- ------- ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","rich","5","21","false","","",""
"","206","spr_word","html-keyboard-response","849","401203","0.0-849.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker ---- --- --- ------- ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","banker","6","21","false","","",""
"","201","spr_word","html-keyboard-response","850","401405","0.0-850.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that --- --- ------- ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","that","7","21","false","","",""
"","214","spr_word","html-keyboard-response","851","401621","0.0-851.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the --- ------- ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","the","8","21","false","","",""
"","199","spr_word","html-keyboard-response","852","401820","0.0-852.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new ------- ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","new","9","21","false","","",""
"","206","spr_word","html-keyboard-response","853","402027","0.0-853.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new manager ---------- ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","manager","10","21","false","","",""
"","202","spr_word","html-keyboard-response","854","402231","0.0-854.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new manager distrusted ---------- --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","distrusted","11","21","false","","",""
"","299","spr_word","html-keyboard-response","855","402530","0.0-855.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new manager distrusted cautiously --- ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","cautiously","12","21","false","","",""
"","321","spr_word","html-keyboard-response","856","402852","0.0-856.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new manager distrusted cautiously and ---------- ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","and","13","21","false","","",""
"","208","spr_word","html-keyboard-response","857","403061","0.0-857.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new manager distrusted cautiously and wrongfully ------ - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","wrongfully","14","21","false","","",""
"","201","spr_word","html-keyboard-response","858","403263","0.0-858.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new manager distrusted cautiously and wrongfully cashed - ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","cashed","15","21","false","","",""
"","214","spr_word","html-keyboard-response","859","403478","0.0-859.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new manager distrusted cautiously and wrongfully cashed a ----- --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","a","16","21","false","","",""
"","215","spr_word","html-keyboard-response","860","403694","0.0-860.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new manager distrusted cautiously and wrongfully cashed a check --- --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","check","17","21","false","","",""
"","232","spr_word","html-keyboard-response","861","403927","0.0-861.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new manager distrusted cautiously and wrongfully cashed a check for --- ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","for","18","21","false","","",""
"","274","spr_word","html-keyboard-response","862","404202","0.0-862.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new manager distrusted cautiously and wrongfully cashed a check for the ------</div>"," ","120","1b_2a","d","6","1b_2a-6","0","the","19","21","false","","",""
"","492","spr_word","html-keyboard-response","863","404695","0.0-863.0","4qcemy4k","<div class=""spr-display"">The clerk remembered why the rich banker that the new manager distrusted cautiously and wrongfully cashed a check for the agent.</div>"," ","120","1b_2a","d","6","1b_2a-6","0","agent.","20","21","false","","",""
"","1168","comprehension","html-keyboard-response","864","405864","0.0-864.0","4qcemy4k","<div class=""comprehension-box"">
                    <p>Did the banker cash a check for the agent?</p>
                    <p>Press <span class=""key-label"">F</span> for <strong>Yes</strong> &nbsp;|&nbsp;
                    Press <span class=""key-label"">J</span> for <strong>No</strong></p>
                </div>","f","120","1b_2a","d","6","1b_2a-6","0","","","","","f","Yes","true"
"","356","feedback","html-keyboard-response","865","406222","0.0-865.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-correct"">Correct!</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","120","1b_2a","d","6","1b_2a-6","0","","","","","","",""
"","null","fixation","html-keyboard-response","866","406723","0.0-866.0","4qcemy4k","<span class=""fixation"">+</span>","null","F21","filler","filler","filler","filler-21","0","","","","","","",""
"","238","prompt","html-keyboard-response","867","406963","0.0-867.0","4qcemy4k","<div class=""spr-display"">--- --------- -------- - --- --------- ------ --- --- -----</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","F21","filler","filler","filler","filler-21","0","","","","","","",""
